building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,location_quality_grade,premise_quality_grade,listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,previous_tenant,notes
45 Christopher Street D,Village Liquors ,Occupied,Unavailable,Liquor Store,Liquor Store,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,15,Street Frontage,0,782,0,0,,1,20,782,39,Standard,Yes,West Village,7,782,10014,983737,206677,Existing,1,Manhattan,1-610-7501,610,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,4,1-610-7501-4,,40.733846,-74.001812,,
65 8 Avenue A,Village Pizza,Occupied,Unavailable,Restaurant & Bar,Take-out,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,33,Street Frontage,0,499,0,0,,1,15,499,33,Standard,Yes,West Village,3,499,10014,983360,208614,Existing,1,Manhattan,1-629-42,629,42,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-629-42-1,,40.722366,-73.986042,,
311 6 Avenue,Village Pop,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1500,0,0,,1,15,1500,100,Standard,Yes,West Village,1,1500,10014,983724,205573,Existing,1,Manhattan,1-589-38,589,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-589-38-1,,40.72718,-73.987732,,
134 West 10 Street,Village Preschool Center,Occupied,Unavailable,Other Services,,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,5368,0,0,,1,40,5368,134,Standard,Yes,West Village,1,5368,10014,984125,206805,Existing,1,Manhattan,1-610-7503,610,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-610-7503-1,,40.734529,-74.000506,,
823 Greenwich ,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,576,0,0,Step up,1,45,576,12,Standard,Yes,West Village,1,576,10014,982492,208377,Existing,1,Manhattan,1-626-6,626,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-626-6-1,,40.738648,-74.006352,,
302 Bleecker Street,Village Prime,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,North American,,,3 - High Quality,2 - Average,5,Average,No,50,Street Frontage,1200,1300,0,0,,1,15,2500,166,Standard,Yes,West Village,2,2500,10014,983155,206121,Existing,1,Manhattan,1-588-26,588,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-588-26-2,,40.732503,-74.003856,,
178 7 Avenue South,Village Vanguard,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,10,Street Frontage,0,430,0,0,,1,9,430,47,Standard,Yes,West Village,4,430,10014,983784,207422,Existing,1,Manhattan,1-613-68,613,68,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-613-68-2,,40.74262,-73.996945,,
201 West 11 Street,Vin Sur Vingt,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,20,Street Frontage,0,1712,0,0,Step up,1,9,1712,190,Standard,Yes,West Village,5,1712,10014,983837,207676,Existing,1,Manhattan,1-614-61,614,61,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-614-61-2,,40.736602,-74.001286,,
833 Washington Street,Vince,Occupied,Unavailable,Apparel,Clothing,National Presence,$$$$,North American,Designer,,3 - High Quality,3 - High Quality,6,Prime,Yes,50,Street Frontage,0,1746,0,0,,1,75,1746,23,Standard,Yes,West Village,2,1746,10014,982103,208898,Existing,1,Manhattan,1-644-38,644,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-644-38-1,,40.740074,-74.007846,,
827 Washington Street,Vince Men,Occupied,Unavailable,Apparel,Clothing,National Presence,$$$$,North American,Men's,,2 - Average,3 - High Quality,5,Average,No,50,Street Frontage,0,1235,0,1235,,1,15,2470,164,Standard,Yes,West Village,2,2470,10014,982124,208810,Existing,1,Manhattan,1-644-41,644,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-644-41-1,,40.739976,-74.007846,,
242 West 10 Street A,Vintage Thrift West,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,900,0,0,,1,35,900,25,Standard,Yes,West Village,2,900,10014,982673,206560,Existing,1,Manhattan,1-619-14,619,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-619-14-1,,40.733752,-74.005717,,
375 Sixth ,Vitamin Shoppe ,Occupied,Unavailable,Health and Personal Care,Drugstore,National Presence,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,50,Street Frontage,0,1706,0,0,,1,80,1706,21,Standard,Yes,West Village,5,1706,10014,984114,206302,Existing,1,Manhattan,1-592-66,592,66,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-592-66-1,,40.738088,-74.005095,,
43 Clarkson Street,Vito Schnabel,Occupied,Unavailable,Gallery,Art,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,4489,0,0,,1,25,4489,179,Standard,Yes,West Village,1,4489,10014,982022,205156,Existing,1,Manhattan,1-601-7502,601,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-601-7502-1,,40.729701,-74.008117,,
29 9 Avenue,Vitra,Occupied,Unavailable,"Building, Garden, Animal",Furniture,International Presence,$$$,North American,Hip,,3 - High Quality,3 - High Quality,6,Prime,No,25,Street Frontage,1664,1664,0,1664,,1,30,4994,166,Standard,Yes,West Village,2,4994,10014,982573,209094,Existing,1,Manhattan,1-646-47,646,47,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-646-47-2,,40.740529,-74.005899,,
835 Washington Street,Vacant,Vacant,Available,,,,,,,,3 - High Quality,3 - High Quality,6,Prime,Yes,100,Street Frontage,0,3871,0,3871,,2,128,7743,60,Standard,Yes,West Village,1,7743,10014,982128,209035,Existing,1,Manhattan,1-645-62,645,62,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-645-62-1,,40.740441,-74.007678,,
84 7 Avenue South,Vacant,Vacant,Available,Blank,,,,,,,3 - High Quality,3 - High Quality,6,Prime,No,100,Street Frontage,0,1008,0,0,Step up,1,18,1008,56,Standard,Yes,West Village,1,1008,10014,983246,206183,Existing,1,Manhattan,1-591-3,591,3,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-591-3-1,,40.732608,-74.003557,,
235 West 12 Street,Wallflower,Occupied,Unavailable,Restaurant & Bar,Cafe,International Presence,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,40,Street Frontage,0,620,0,0,,1,21,620,29,Standard,Yes,West Village,2,620,10014,983675,208078,Existing,1,Manhattan,1-615-81,615,81,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-615-81-2,,40.73776,-74.002094,,
344 West 11 Street,Wallse ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,3000,0,0,,1,40,3000,75,Standard,Yes,West Village,1,3000,10014,982004,207183,Existing,1,Manhattan,1-633-6,633,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-633-6-1,,40.735446,-74.008192,,
242 West 10 Street B,Walter's Antique Clock & Watch,Occupied,Unavailable,Accessories,Watches,Local Chain / Independant,$$,North American,Traditional,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,900,0,0,,1,15,900,60,Standard,Yes,West Village,2,900,10014,982673,206560,Existing,1,Manhattan,1-619-14,619,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-619-14-2,,40.733752,-74.005717,,
819 Washington Street,Warby Parker,Occupied,Unavailable,Health and Personal Care,Optical,National Presence,$$,North American,,,2 - Average,3 - High Quality,5,Average,Yes,25,Street Frontage,0,1500,0,0,,1,90,2400,26,Standard,Yes,West Village,2,1500,10014,982097,208731,Existing,1,Manhattan,1-644-30,644,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-644-30-1,,40.7396,-74.007887,,
85 Jane Street,vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,4070,0,0,,1,65,4070,62,Standard,Yes,West Village,1,4070,10014,982168,208268,Existing,1,Manhattan,1-642-70,642,70,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-642-70-1,,40.738223,-74.007503,,
86 Bedford Street,Vacant,Vacant,Available,,,,,,,,2 - Average,1- Low End,3,Average,No,100,Street Frontage,0,1560,0,0,,1,2,1560,780,Standard,Yes,West Village,1,1560,10014,982849,205997,Existing,1,Manhattan,1-588-3,588,3,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-588-3-1,,40.732056,-74.005148,,
391 West Street,Waterfront Bicycle Shop,Occupied,Unavailable,Sporting Goods,Bikes,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100,Street Frontage,0,815,0,0,,1,30,815,27,Standard,Yes,West Village,1,815,10014,981484,206268,Existing,1,Manhattan,1-636-4,636,4,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-636-4-1,,40.738088,-74.005095,,
385 Sixth ave,Waverly Diner ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,1715,0,0,,1,50,1715,34,Standard,Yes,West Village,1,1715,10014,984175,206383,Existing,1,Manhattan,1-593-28,593,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-593-28-1,,40.738088,-74.005095,,
174 Waverly Place,Waverly Leather & Luggage,Occupied,Unavailable,Apparel,Leather and Luggage,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,300,0,0,,1,20,300,15,Standard,Yes,West Village,1,300,10014,983828,206733,Existing,1,Manhattan,1-610-26,610,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-610-26-1,,40.734133,-74.001389,,
525 West Street,Weichsel Beef Co.,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Local Chain / Independant,$$,North American,,,3 - High Quality,2 - Average,5,Average,No,10,Street Frontage,0,1207,0,0,Step up,1,,1207,,Standard,Yes,West Village,7,1207,10014,981856,208934,Existing,1,Manhattan,1-644-1,644,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,6,1-644-1-6,,40.738088,-74.005095,,
225 West 11 Street,West 11th Street Cleaners & Alterations,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,1200,0,0,0,Step down,1,15,1200,80,Standard,Yes,West Village,1,1200,10014,983555,207620,Existing,1,Manhattan,1-614-32,614,32,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-614-32-1,,40.736473,-74.002384,,
87 Christopher Street,Vacant ,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,550,0,0,,1,40,550,13,Standard,Yes,West Village,2,550,10014,983154,206561,Existing,1,Manhattan,1-619-82,619,82,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-619-82-2,,40.733528,-74.003918,,
312 West 14 Street,West 14 Street Prescription Center,Occupied,Unavailable,Health and Personal Care,Pharmacy,Local Chain / Independant,$,North American,,,2 - Average,2 - Average,4,Average,No,17,Street Frontage,0,833,0,0,Step up,1,12,833,69,Standard,Yes,West Village,6,833,10014,983327,208808,Existing,1,Manhattan,1-629-29,629,29,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-629-29-2,,40.739758,-74.002898,,
163 W 4th ,West Tattoo,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1800,0,0,,1,25,1800,72,Standard,Yes,West Village,1,1800,10014,983912,206014,Existing,1,Manhattan,1-592-28,592,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-592-28-1,,40.738088,-74.005095,,
88 Christopher Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,25,Street Frontage,0,375,0,0,,1,18,375,20,Standard,Yes,West Village,2,375,10014,983147,206457,Existing,1,Manhattan,1-591-45,591,45,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-591-45-1,,40.733346,-74.004047,,
131 Christopher Street C,West Village Barber Shop,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,15,Street Frontage,0,416,0,0,Step up,1,15,416,27,Standard,Yes,West Village,6,416,10014,982397,206379,Existing,1,Manhattan,1-630-48,630,48,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,5,1-630-48-5,,40.733102,-74.006699,,
690 Washington Street,West Village Choice Deli,Occupied,Unavailable,Grocery,"Deli, Convenience Store",Local Chain / Independant,$$,South American,,,2 - Average,1- Low End,3,Average,No,50,Street Frontage,0,300,0,0,,1,15,300,20,Standard,Yes,West Village,2,300,10014,981820,206790,Existing,1,Manhattan,1-637-30,637,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-637-30-1,,40.734271,-74.008608,,
